ItemID,ItemName,CurrentValue,LowValue,LowSeenDate,HighValue,HighSeenDate,Override,Taxed,Bottleneck,Mat1Qty,Mat1,Mat2Qty,Mat2,Mat3Qty,Mat3,Mat4Qty,Mat4,Mat5Qty,Mat5,Mat6Qty,Mat6,ProductionMultiplier,CritChance,CritProduct,Source,Tag,Tag2,Description
8577,Dried Maomao,7277,7277,,7277,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8578,Dried Pintado,1821,1821,,1821,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8579,Dried Gurnard,1282,1282,,1282,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8581,Dried John Dory,6418,6418,,6418,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8582,Dried Sandfish,954,954,,954,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8583,Dried Rosefish,941,941,,941,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8584,Dried Grouper,7086,7086,,7086,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8585,Dried Bigeye,2708,2708,,2708,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8586,Dried Fourfinger Threadfin,787,787,,787,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8587,Dried Leather Carp,13366,13366,,13366,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8588,Dried Striped Shiner,4929,4929,,4929,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8589,Dried Barbel Steed,1464,1464,,1464,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8590,Dried Soho Bitterling,870,870,,870,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8591,Dried Bubble Eye,905,905,,905,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8592,Dried Pacu,12466,12466,,12466,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8593,Dried Yellow-Head Catfish,5294,5294,,5294,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8594,Dried Smelt,1978,1978,,1978,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8595,Dried Rosy Bitterling,1134,1134,,1134,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8596,Dried Roundtail Paradisefish,1059,1059,,1059,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8597,Dried Grayling,2295,2295,,2295,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8598,Dried Tapertail Anchovy,5374,5374,,5374,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8599,Dried Kuhlia Marginata,1905,1905,,1905,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8600,Dried Rock Hind,920,920,,920,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8601,Dried Butterflyfish,1188,1188,,1188,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8602,Dried Clownfish,1848,1848,,1848,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8603,Dried Blue Tang,2696,2696,,2696,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8604,Dried Checkerboard Wrasse,7892,7892,,7892,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8605,Dried Pomfret,5734,5734,,5734,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8629,Dried Moray,16333,16333,,16333,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8630,Dried Tilefish,16868,16868,,16868,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8631,Dried Porcupine Fish,5904,5904,,5904,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8632,Dried Tongue Sole,1070,1070,,1070,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8633,Dried Atka Mackerel,5485,5485,,5485,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8634,Dried Cuttlefish,2118,2118,,2118,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8635,Dried Mackerel Pike,847,847,,847,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8636,Dried Horn Fish,1884,1884,,1884,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8637,Dried Dollarfish,1891,1891,,1891,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8638,Dried Sandeel,1123,1123,,1123,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8639,Dried Spotted Barbel,14450,14450,,14450,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8640,Dried Miho Spine Loach,14750,14750,,14750,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8641,Dried Diamond Minnow,4274,4274,,4274,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8642,Dried Amur Minnow,6176,6176,,6176,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8643,Dried Common Minnow,2278,2278,,2278,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8644,Dried Stumpy Bullhead,2259,2259,,2259,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8645,Dried Shuttles Hoppfish,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8646,Dried Oily Shiner,2508,2508,,2508,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8647,Dried Korean Loach,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8648,Dried Minnow,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8649,Dried Cherry Icefish,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8650,Dried Spined Loach,5361,5361,,5361,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8651,Dried Amur Ide,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8652,Dried Stone Moroko,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8653,Dried Amur Goby,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8654,Dried Stickleback,13006,13006,,13006,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8655,Dried Mori,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8656,Dried Grass Carp,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8657,Dried Black Shiner,,,,,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
8658,Dried Burbot,34331,34331,,34331,,,Yes,No,,,,,,,,,,,,,,,,Fishing,,,
9001,Salt,20,20,,20,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9002,Sugar,20,20,,20,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9003,White Sauce,984,984,,984,,,Yes,No,1,Base Sauce,1,Milk,1,Fruit,2,Cooking Wine,,,,,2.5,,,Cooking,,,
9004,Red Sauce,1181,1181,,1181,,,Yes,No,1,Base Sauce,2,Sugar,1,Meat 1,2,Mineral Water,,,,,2.5,,,Cooking,,,
9005,Leavening Agent,20,20,,20,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9006,Dressing,396,396,,396,,,Yes,No,1,Olive Oil,1,Mineral Water,1,Egg,2,Salt,,,,,2.5,,,Cooking,,,
9007,Cooking Oil,20,20,,20,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9008,Sun-Dried Salt,200,200,,200,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9009,Raw Sugar,200,200,,200,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9015,Olive Oil,40,40,,40,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9016,Deep Frying Oil,40,40,,40,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9017,Cooking Wine,40,40,,40,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9018,Base Sauce,40,40,,40,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9019,Ancient Cron Spice,50000,50000,,50000,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9057,Essence of Liquor,311,311,,311,,,Yes,No,1,Flour,1,Fruit,1,Leavening Agent,,,,,,,2.5,,,Cooking,,,
9059,Mineral Water,30,30,,30,,,Yes,No,,,,,,,,,,,,,,,,Vendor,,,
9061,Cream,755,755,,755,,,Yes,No,1,Milk,1,Sugar,,,,,,,,,2.5,,,Processing,,,
9062,Cheese,831,831,,831,,,Yes,No,1,Milk,,,,,,,,,,,2.5,,,Processing,,,
9063,Butter,1039,1039,,1039,,,Yes,No,1,Cream,1,Salt,,,,,,,,,2.5,,,Processing,,,
9064,Egg,623,623,,623,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
9065,Milk,1944,1944,,1944,,,Yes,No,,,,,,,,,,,,,,,,Gathering,,,
9066,Vinegar,389,389,,389,,,Yes,No,1,Cereal,1,Fruit,1,Leavening Agent,1,Sugar,,,,,2.5,,,Cooking,,,
9201,Fruit Wine,1849,1849,,1849,,,Yes,No,1,Exotic Herbal Wine,5,Fruit,3,Essence of Liquor,2,Mineral Water,,,,,2.5,0.3,Luscious Fruit Wine,Cooking,,,
9202,Pickled Vegetables,1794,1794,,1794,,,Yes,No,8,Vegetable,4,Vinegar,,,,,,,,,2.5,0.3,Sweet and Sour Pickled Vegetable,Cooking,,,
9203,Cheese Gratin,14416,14416,,14416,,,Yes,No,1,Grilled Sausage,5,Dough,4,Vegetable,3,Cheese,3,Red Sauce,,,2.5,0.3,Chewy Cheese Gratin,Cooking,,,
9204,Aloe Yogurt,834,834,,834,,,Yes,No,5,Aloe,2,Milk,3,Sugar,3,Leavening Agent,,,,,2.5,0.3,Thick Aloe Yogurt,Cooking,,,
9205,Aloe Cookie,1836,1836,,1836,,,Yes,No,5,Aloe,7,Dough,3,Cooking Honey,4,Sugar,,,,,2.5,0.3,Sweet Aloe Cookie,Cooking,,,
9206,Honey Wine,2150,2150,,2150,,,Yes,No,3,Cooking Honey,2,Essence of Liquor,2,Sugar,6,Mineral Water,,,,,2.5,0.3,Tangy Honey Wine,Cooking,,,
9207,Sute Tea,11977,11977,,11977,,,Yes,No,2,Tea With Fine Scent,2,Butter,3,Milk,1,Salt,,,,,2.5,0.3,Healthy Sute Tea,Cooking,,,
9208,Fish Fillet Chips,5684,5684,,5684,,,Yes,No,2,Dried Fish,3,White Sauce,7,Flour,2,Salt,,,,,2.5,0.3,Mouth-watering Fish Fillet Chips,Cooking,,,
9209,Assorted Side Dishes,18982,18982,,18982,,,Yes,No,1,Fried Bird,1,Seafood 1,3,Cheese,5,Fruit,,,,,2.5,0.3,Plentiful Assorted Side Dishes,Cooking,,,
9210,High-Quality Carrot Juice,383,383,,383,,,Yes,No,1,High-Quality Carrot,3,Flour,3,Sugar,4,Mineral Water,,,,,2.5,,,Cooking,,,
9211,Special Carrot Juice,842,842,,842,,,Yes,No,1,Special Carrot,3,Flour,3,Sugar,4,Mineral Water,,,,,2.5,,,Cooking,,,
9213,Beer,1314,1314,,1314,,,Yes,No,5,Cereal,6,Mineral Water,1,Sugar,2,Leavening Agent,,,,,2.5,0.3,Cold Draft Beer,Cooking,,,
9214,Teff Bread,462,462,,462,,,Yes,No,5,Teff Flour,3,Mineral Water,2,Salt,2,Leavening Agent,,,,,2.5,0.3,Spongy Teff Bread,Cooking,,,
9215,Freekeh Snake Stew,10710,10710,,10710,,,Yes,No,5,Mineral Water,6,Freekeh,3,Snake Meat,2,Star Anise,,,,,2.5,0.3,Thick Freekeh Snake Stew,Cooking,,,
9216,Fig Pie,1184,1184,,1184,,,Yes,No,5,Fig,3,Dough,3,Sugar,2,Olive Oil,,,,,2.5,0.3,Sweet Fig Pie,Cooking,,,
9217,Pistachio Fried Rice,1420,1420,,1420,,,Yes,No,4,Pistachio,6,Teff,2,Cinnamon,2,Salt,,,,,2.5,0.3,Savory Pistachio Fried Rice,Cooking,,,
9218,Teff Sandwich,24525,24525,,24525,,,Yes,No,1,Teff Bread,1,Grilled Scorpion,1,Freekeh Snake Stew,3,Red Sauce,,,,,2.5,0.3,Spicy Teff Sandwich,Cooking,,,
9219,Date Palm Wine,1148,1148,,1148,,,Yes,No,5,Date Palm,2,Essence of Liquor,1,Sugar,4,Leavening Agent,,,,,2.5,0.3,Mild Date Palm Wine,Cooking,,,
9220,Couscous,16221,16221,,16221,,,Yes,No,1,Freekeh Snake Stew,5,Teff Flour Dough,3,Nutmeg,4,Vegetable,,,,,2.5,0.3,Classic Couscous,Cooking,,,
9241,Stir-Fried Vegetables,3269,3269,,3269,,,Yes,No,5,Vegetable,2,Hot Pepper,2,Olive Oil,1,Salt,,,,,2.5,0.3,Crispy Stir-Fried Vegetables,Cooking,,,
9255,Grain Soup,383,383,,383,,,Yes,No,6,Cereal,1,Purified Water,3,Cooking Wine,1,Salt,,,,,2.5,0.3,Special Grain Soup,Cooking,,,
9256,Fried Vegetables,869,869,,869,,,Yes,No,4,Vegetable,3,Dough,2,Egg,6,Deep Frying Oil,,,,,2.5,0.3,Crispy Fried Vegetables,Cooking,,,
9257,Fruit Juice,543,543,,543,,,Yes,No,4,Fruit,3,Sugar,5,Mineral Water,1,Salt,,,,,2.5,0.3,Thick Fruit Juice,Cooking,,,
9258,Fruit and Vegetable Salad,2972,2972,,2972,,,Yes,No,4,Fruit,4,Vegetable,1,Vinegar,2,Cooking Wine,,,,,2.5,0.3,Fresh Fruit and Vegetable Salad,Cooking,,,
9259,Fruit Pudding,3714,3714,,3714,,,Yes,No,5,Fruit,1,Cream,3,Milk,2,Sugar,,,,,2.5,0.3,Special Fruit Pudding,Cooking,,,
9260,Soft Bread,2844,2844,,2844,,,Yes,No,6,Dough,2,Leavening Agent,2,Egg,3,Milk,,,,,2.5,0.3,Moist Milk Bread,Cooking,,,
9261,Oatmeal,6367,6367,,6367,,,Yes,No,9,Flour,3,Milk,3,Onion,2,Cooking Honey,,,,,2.5,0.3,Refined Oatmeal,Cooking,,,
9262,Exotic Herbal Wine,306,306,,306,,,Yes,No,3,Dough,1,Essence of Liquor,5,Mineral Water,2,Leavening Agent,,,,,2.5,0.3,Full-bodied Exotic Herbal Wine,Cooking,,,
9263,Milk Tea,8500,8500,,8500,,,Yes,No,2,Tea With Fine Scent,2,Flour,3,Milk,3,Cooking Honey,,,,,2.5,0.3,Smooth Milk Tea,Cooking,,,
9264,Fruit Pie,1517,1517,,1517,,,Yes,No,6,Dough,6,Fruit,3,Cream,4,Sugar,,,,,2.5,0.3,Sweet Fruit Pie,Cooking,,,
9265,Meat Pie,4769,4769,,4769,,,Yes,No,4,Meat 1,6,Dough,2,Sugar,2,Olive Oil,,,,,2.5,0.3,Lean Meat Pie,Cooking,,,
9266,Honeycomb Cookie,8058,8058,,8058,,,Yes,No,4,Dough,6,Cooking Honey,2,Egg,4,Milk,,,,,2.5,0.3,Crispy Honeycomb Cookie,Cooking,,,
9267,Ham Sandwich,14530,14530,,14530,,,Yes,No,2,Soft Bread,2,Grilled Sausage,5,Vegetable,4,Egg,,,,,2.5,0.3,Premium Ham Sandwich,Cooking,,,
9268,Cheese Pie,7785,7785,,7785,,,Yes,No,4,Dough,7,Cheese,3,Butter,3,Egg,,,,,2.5,0.3,High-Quality Cheese Pie,Cooking,,,
9269,Omelet,3434,3434,,3434,,,Yes,No,5,Cereal,2,Olive Oil,5,Egg,2,Salt,,,,,2.5,0.3,Soft Omelet,Cooking,,,
9270,Tea With Fine Scent,5254,5254,,5254,,,Yes,No,4,Flower,4,Fruit,7,Mineral Water,3,Cooking Honey,,,,,2.5,0.3,Tea with Strong Scent,Cooking,,,
9271,Crispy Fried Vegetables,1926,1926,,1926,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9273,High-Quality Cheese Pie,14014,14014,,14014,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9274,Special Fruit Pudding,2045,2045,,2045,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9275,Special Grain Soup,2918,2918,,2918,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9276,Refined Oatmeal,12626,12626,,12626,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9277,Smooth Milk Tea,16173,16173,,16173,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9278,Thick Fruit Juice,1091,1091,,1091,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9279,Full-bodied Exotic Herbal Wine,1422,1422,,1422,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9280,Luscious Fruit Wine,7718,7718,,7718,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9281,Sweet and Sour Pickled Vegetable,3233,3233,,3233,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9282,Chewy Cheese Gratin,25948,25948,,25948,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9283,Cold Draft Beer,2652,2652,,2652,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9284,Crispy Stir-Fried Vegetables,6178,6178,,6178,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9285,Fresh Fruit and Vegetable Salad,4623,4623,,4623,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9286,Moist Milk Bread,5690,5690,,5690,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9287,Sweet Fruit Pie,10797,10797,,10797,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9288,Lean Meat Pie,9804,9804,,9804,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9289,Crispy Honeycomb Cookie,14504,14504,,14504,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9290,Premium Ham Sandwich,32111,32111,,32111,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9291,Soft Omelet,1540,1540,,1540,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9292,Tea with Strong Scent,3881,3881,,3881,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9293,Thick Aloe Yogurt,6650,6650,,6650,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9294,Sweet Aloe Cookie,3672,3672,,3672,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9295,Tangy Honey Wine,2484,2484,,2484,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9296,Healthy Sute Tea,29518,29518,,29518,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9297,Mouth-watering Fish Fillet Chips,9302,9302,,9302,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9298,Plentiful Assorted Side Dishes,31068,31068,,31068,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9299,Spongy Teff Bread,565,565,,565,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9300,Thick Freekeh Snake Stew,16064,16064,,16064,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9301,Sweet Fig Pie,4542,4542,,4542,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9302,Savory Pistachio Fried Rice,8516,8516,,8516,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9303,Spicy Teff Sandwich,40460,40460,,40460,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9304,Mild Date Palm Wine,2233,2233,,2233,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9305,Classic Couscous,25652,25652,,25652,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9306,Star Anise Tea,2037,2037,,2037,,,Yes,No,1,Star Anise,1,Purified Water,,,,,,,,,2.5,,,Cooking,,,
9307,Coconut Cocktail,1583,1583,,1583,,,Yes,No,2,Coconut,1,Exotic Herbal Wine,2,Essence of Liquor,1,Fruit,5,Mineral Water,,,2.5,0.3,Chilled Coconut Cocktail,Cooking,,,
9308,Coconut Pasta,11325,11325,,11325,,,Yes,No,2,Coconut,2,Onion,5,Dough,4,Garlic,1,White Sauce,,,2.5,0.3,Sweet Coconut Pasta,Cooking,,,
9309,Coconut Fried Fish,7236,7236,,7236,,,Yes,No,3,Coconut,1,Dried Fish,2,Egg,3,Dough,4,Deep Frying Oil,,,2.5,0.3,Crispy Coconut Fried Fish,Cooking,,,
9310,Chilled Coconut Cocktail,4291,4291,,4291,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9311,Sweet Coconut Pasta,13543,13543,,13543,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9312,Crispy Coconut Fried Fish,12413,12413,,12413,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9313,Spirit Essence of Wind,18314,18314,,18314,,,Yes,No,1,Wind Spirit Stone Fragment,1,Purified Water,,,,,,,,,,,,Processing,,,
9314,Spirit Essence of Earth,18314,18314,,18314,,,Yes,No,1,Earth Spirit Stone Fragment,1,Purified Water,,,,,,,,,,,,Processing,,,
9315,Spirit Essence of Water,18314,18314,,18314,,,Yes,No,1,Water Spirit Stone Fragment,1,Purified Water,,,,,,,,,,,,Processing,,,
9316,Rainbow Button Mushroom Sandwich,14364,14364,,14364,,,Yes,No,1,Rainbow Button Mushroom,1,Soft Bread,2,Cream,2,Onion,4,Olive Oil,,,2.5,0.3,Sweet Rainbow Button Mushroom Sandwich,Cooking,,,
9317,Sweet Rainbow Button Mushroom Sandwich,21124,21124,,21124,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9401,Steak,12342,12342,,12342,,,Yes,No,8,Meat 1,2,Salt,2,Garlic,2,Red Sauce,,,,,2.5,0.3,Juicy Steak,Cooking,,,
9402,Boiled Bird Eggs,1314,1314,,1314,,,Yes,No,3,Egg,6,Mineral Water,1,Cooking Wine,1,Salt,,,,,2.5,0.3,Appealing Boiled Bird Egg,Cooking,,,
9403,Fried Bird,3056,3056,,3056,,,Yes,No,7,Bird Meat,4,Flour,2,Egg,3,Pepper,,,,,2.5,0.3,Divine Fried Bird,Cooking,,,
9404,Meat Croquette,11220,11220,,11220,,,Yes,No,8,Meat 1,5,Flour,2,Egg,2,Cheese,4,Deep Frying Oil,,,2.5,0.3,Crispy Meat Croquette,Cooking,,,
9405,Steamed Bird,2491,2491,,2491,,,Yes,No,5,Bird Meat,3,Vegetable,2,Vinegar,2,Essence of Liquor,2,Salt,,,2.5,0.3,Well-aged Steamed Bird,Cooking,,,
9406,Lizard Kebab,3175,3175,,3175,,,Yes,No,6,Reptile Meat,2,Red Sauce,3,Onion,7,Cereal,,,,,2.5,0.3,Lean Lizard Kebab,Cooking,,,
9407,Fried Fish,1608,1608,,1608,,,Yes,No,1,Dried Fish,3,Flour,2,Deep Frying Oil,,,,,,,2.5,0.3,Crispy Fried Fish,Cooking,,,
9408,Borscht,6578,6578,,6578,,,Yes,No,7,Fragrant Jerky,3,Milk,1,Cinnamon,2,Mineral Water,,,,,2.5,0.3,Fragrant Borscht,Cooking,,,
9409,Steamed Fish,678,678,,678,,,Yes,No,1,Dried Fish,2,Garlic,2,Salt,3,Mineral Water,,,,,2.5,0.3,Lean Steamed Fish,Cooking,,,
9410,Desert Dumpling,10692,10692,,10692,,,Yes,No,6,Reptile Meat,6,Dough,1,Cinnamon,2,Olive Oil,,,,,2.5,0.3,Chewy Desert Dumpling,Cooking,,,
9411,Steamed Seafood,5121,5121,,5121,,,Yes,No,1,Seafood 1,3,Hot Pepper,6,Mineral Water,2,Salt,,,,,2.5,0.3,Plentiful Steamed Fish,Cooking,,,
9412,Pickled Fish,655,655,,655,,,Yes,No,1,Dried Fish,2,Vinegar,4,Salt,2,Leavening Agent,,,,,2.5,0.3,Sour Pickled Fish,Cooking,,,
9413,Seafood Pasta,6358,6358,,6358,,,Yes,No,1,Seafood 1,5,Dough,3,Cooking Wine,3,Garlic,,,,,2.5,0.3,High-Quality Seafood Pasta,Cooking,,,
9414,Meat Stew,5722,5722,,5722,,,Yes,No,5,Meat 1,2,Flour,2,Cooking Honey,3,Mineral Water,,,,,2.5,0.3,Thick Meat Stew,Cooking,,,
9415,Meat Sandwich,13404,13404,,13404,,,Yes,No,1,Soft Bread,7,Meat 1,6,Vegetable,3,Cheese,,,,,2.5,0.3,High-Quality Meat Sandwich,Cooking,,,
9416,Meat Pasta,7741,7741,,7741,,,Yes,No,5,Meat 1,4,Dough,3,Pepper,2,Garlic,,,,,2.5,0.3,Spaghetti alla Bolognese,Cooking,,,
9417,Smoked Fish Steak,2278,2278,,2278,,,Yes,No,2,Dried Fish,1,Olive Oil,2,Salt,,,,,,,2.5,0.3,Golden Smoked Fish Steak,Cooking,,,
9418,Fish Soup,1297,1297,,1297,,,Yes,No,1,Dried Fish,3,Flour,2,Cream,6,Mineral Water,,,,,2.5,0.3,Special Fish Soup,Cooking,,,
9419,Seafood Mushroom Salad,2320,2320,,2320,,,Yes,No,2,Dried Fish,1,Fortune Teller Mushroom,2,Dressing,,,,,,,2.5,0.3,Special Seafood Mushroom Salad,Cooking,,,
9420,Stir-Fried Seafood,2277,2277,,2277,,,Yes,No,1,Seafood 1,4,Vegetable,2,White Sauce,2,Hot Pepper,,,,,2.5,0.3,Special Stir-Fried Seafood,Cooking,,,
9421,Seafood Grilled with Butter,2970,2970,,2970,,,Yes,No,1,Seafood 1,3,Butter,2,Salt,1,Olive Oil,,,,,2.5,0.3,Savory Seafood Grilled with Butter,Cooking,,,
9422,Dark Pudding,14590,14590,,14590,,,Yes,No,1,Oatmeal,1,Pickled Vegetables,5,Bird Meat,7,Blood 2,,,,,2.5,0.3,Bloody Dark Pudding,Cooking,,,
9423,Fish Fillet Salad,4945,4945,,4945,,,Yes,No,1,Dried Fish,2,Dressing,3,Onion,2,Cheese,,,,,2.5,0.3,Fresh Fish Fillet Salad,Cooking,,,
9424,Meat Soup,1652,1652,,1652,,,Yes,No,5,Meat 1,1,Pepper,2,Cream,4,Mineral Water,,,,,2.5,0.3,Special Meat Soup,Cooking,,,
9425,Lean Meat Salad,13446,13446,,13446,,,Yes,No,8,Meat 1,2,Vinegar,3,Pepper,4,Dressing,,,,,2.5,0.3,Top Grade Lean Meat Salad,Cooking,,,
9426,Stir-Fried Meat,2563,2563,,2563,,,Yes,No,7,Meat 1,2,Base Sauce,2,Onion,3,Hot Pepper,,,,,2.5,0.3,Special Stir-Fried Meat,Cooking,,,
9427,Grilled Sausage,6676,6676,,6676,,,Yes,No,6,Meat 1,1,Onion,2,Pepper,2,Salt,,,,,2.5,0.3,Smoked Sausage,Cooking,,,
9428,Special Fish Soup,1600,1600,,1600,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9429,Crispy Fried Fish,801,801,,801,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9430,Juicy Steak,22236,22236,,22236,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9431,Smoked Sausage,14688,14688,,14688,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9432,Special Stir-Fried Meat,6983,6983,,6983,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9433,Savory Seafood Grilled with Butter,7384,7384,,7384,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9434,Special Meat Soup,4039,4039,,4039,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9435,Top Grade Lean Meat Salad,24214,24214,,24214,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9436,Appealing Boiled Bird Egg,887,887,,887,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9437,Divine Fried Bird,5498,5498,,5498,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
9438,Crispy Meat Croquette,22236,22236,,22236,,,Yes,No,,,,,,,,,,,,,1.0,,,Cooking,,,
